"date_time","lat","lon","elevation","satellites","hdop"
2024-05-21 08:57:42,1.644566,37.386793,569.23,9,0.8
2024-05-21 08:57:45,1.644563,37.38676,569.23,9,0.8
2024-05-21 08:57:48,1.644553,37.386731,569.23,10,0.8
2024-05-21 08:57:51,1.644545,37.386698,569.23,10,0.8
2024-05-21 08:57:54,1.644538,37.386666,569.23,10,0.8
2024-05-21 08:57:57,1.644531,37.386635,569.23,10,0.8
2024-05-21 08:58:00,1.644526,37.386605,569.23,8,0.8
2024-05-21 08:58:03,1.644523,37.38657,569.23,8,0.8
2024-05-21 08:58:06,1.644523,37.386538,569.23,8,0.8
2024-05-21 08:58:09,1.64452,37.386506,569.23,9,0.8
2024-05-21 08:58:12,1.644511,37.38648,569.23,9,0.8
2024-05-21 08:58:15,1.644501,37.386453,569.23,7,0.8
2024-05-21 08:58:18,1.6445,37.386421,569.23,9,0.8
2024-05-21 08:58:21,1.644485,37.386383,569.23,9,0.8
2024-05-21 08:58:24,1.644481,37.38635,569.23,5,0.8
2024-05-21 08:58:27,1.644485,37.386325,569.23,5,0.8
2024-05-21 08:58:30,1.644473,37.386291,569.23,8,0.8
2024-05-21 08:58:33,1.64446,37.386255,569.23,9,0.8
2024-05-21 08:58:36,1.644436,37.386223,569.23,9,0.8
2024-05-21 08:58:39,1.644421,37.386193,569.23,9,0.8
2024-05-21 08:58:42,1.644405,37.386161,569.23,9,0.8
2024-05-21 08:58:45,1.644391,37.386125,569.23,9,0.8
2024-05-21 08:58:48,1.644378,37.386096,569.23,8,0.8
2024-05-21 08:58:51,1.644368,37.38606,569.23,9,0.8
2024-05-21 08:58:54,1.644365,37.386018,569.23,6,0.8
2024-05-21 08:58:57,1.64436,37.385973,569.23,7,0.8
2024-05-21 08:59:00,1.644358,37.385938,569.23,7,0.8
2024-05-21 08:59:03,1.644356,37.385901,569.23,8,0.8
2024-05-21 08:59:06,1.644355,37.385865,569.23,10,0.8
2024-05-21 08:59:09,1.644351,37.385835,569.23,10,0.8
2024-05-21 08:59:12,1.644328,37.385816,569.23,10,0.8
2024-05-21 08:59:15,1.644301,37.385801,569.23,10,0.8
2024-05-21 08:59:18,1.64432,37.385771,569.23,9,0.8
2024-05-21 08:59:21,1.64436,37.385736,569.23,10,0.8
2024-05-21 08:59:24,1.644343,37.385733,569.23,10,0.8
2024-05-21 08:59:27,1.644306,37.38575,569.23,10,0.8
2024-05-21 08:59:30,1.644271,37.385765,569.23,7,0.8
2024-05-21 08:59:33,1.644243,37.385778,569.23,4,0.8
2024-05-21 08:59:36,1.644216,37.385785,569.23,4,0.8
2024-05-21 08:59:39,1.644193,37.3858,569.23,4,0.8
2024-05-21 08:59:42,1.644176,37.385821,569.23,2,0.8
2024-05-21 08:59:45,1.644173,37.385826,569.23,4,0.8
2024-05-21 08:59:48,1.644183,37.385818,569.23,6,0.8
2024-05-21 08:59:51,1.64419,37.385801,569.23,10,0.8
2024-05-21 08:59:54,1.644193,37.385795,569.23,9,0.8
2024-05-21 08:59:57,1.644176,37.385788,569.23,8,0.8
2024-05-21 09:00:00,1.64415,37.385803,569.23,9,0.8
2024-05-21 09:00:03,1.644125,37.385823,569.23,10,0.8
2024-05-21 09:00:06,1.644113,37.385848,569.23,9,0.8
2024-05-21 09:00:09,1.644093,37.385865,569.23,9,0.8
2024-05-21 09:00:12,1.644068,37.385893,569.23,10,0.8
2024-05-21 09:00:15,1.64404,37.385918,569.23,10,0.8
2024-05-21 09:00:18,1.644011,37.385935,569.23,10,0.8
2024-05-21 09:00:21,1.643981,37.38594,569.23,8,0.8
2024-05-21 09:00:24,1.643976,37.385955,569.23,9,0.8
2024-05-21 09:00:27,1.644006,37.38593,569.23,9,0.8
2024-05-21 09:00:30,1.644038,37.385901,569.23,9,0.8
2024-05-21 09:00:33,1.644061,37.385876,569.23,10,0.8
2024-05-21 09:00:36,1.64409,37.38585,569.23,10,0.8
2024-05-21 09:00:39,1.644111,37.38583,569.23,10,0.8
2024-05-21 09:00:42,1.644133,37.385806,569.23,10,0.8
2024-05-21 09:00:45,1.644153,37.385795,569.23,10,0.8
2024-05-21 09:00:48,1.644156,37.385786,569.23,9,0.8
2024-05-21 09:00:51,1.644153,37.385795,569.23,9,0.8
2024-05-21 09:00:54,1.644135,37.385803,569.23,10,0.8
2024-05-21 09:00:57,1.644118,37.385821,569.23,10,0.8
2024-05-21 09:01:00,1.6441,37.385846,569.23,10,0.8
2024-05-21 09:01:03,1.644073,37.38587,569.23,10,0.8
2024-05-21 09:01:06,1.644045,37.38589,569.23,10,0.8
2024-05-21 09:01:09,1.64401,37.385921,569.23,10,0.8
2024-05-21 09:01:12,1.64397,37.385921,569.23,10,0.8
2024-05-21 09:01:15,1.643936,37.385908,569.23,10,0.8
2024-05-21 09:01:18,1.643895,37.38591,569.23,10,0.8
2024-05-21 09:01:21,1.643853,37.385916,569.23,9,0.8
2024-05-21 09:01:24,1.643823,37.385941,569.23,10,0.8
2024-05-21 09:01:27,1.643801,37.385975,569.23,8,0.8
2024-05-21 09:01:30,1.643781,37.385995,569.23,10,0.8
2024-05-21 09:01:33,1.643758,37.386015,569.23,10,0.8
2024-05-21 09:01:36,1.643725,37.38602,569.23,10,0.8
2024-05-21 09:01:39,1.643688,37.386026,569.23,10,0.8
2024-05-21 09:01:42,1.64365,37.386031,569.23,10,0.8
2024-05-21 09:01:45,1.643613,37.38604,569.23,9,0.8
2024-05-21 09:01:48,1.643581,37.386046,569.23,10,0.8
2024-05-21 09:01:51,1.643553,37.386061,569.23,7,0.8
2024-05-21 09:01:54,1.643536,37.386065,569.23,6,0.8
2024-05-21 09:01:57,1.643531,37.386068,569.23,5,0.8
2024-05-21 09:02:00,1.643531,37.38607,569.23,5,0.8
2024-05-21 09:02:03,1.643531,37.386071,569.23,5,0.8
2024-05-21 09:02:06,1.643531,37.386071,569.23,10,0.8
2024-05-21 09:02:09,1.643491,37.38607,569.23,8,0.8
2024-05-21 09:02:12,1.64347,37.386035,569.23,9,0.8
2024-05-21 09:02:15,1.64346,37.386005,569.23,9,0.8
2024-05-21 09:02:18,1.643453,37.385968,569.23,10,0.8
2024-05-21 09:02:21,1.643433,37.385946,569.23,9,0.8
2024-05-21 09:02:24,1.643415,37.385915,569.23,7,0.8
2024-05-21 09:02:27,1.643395,37.385886,569.23,7,0.8
2024-05-21 09:02:30,1.643378,37.385863,569.23,9,0.8
2024-05-21 09:02:33,1.643378,37.385831,569.23,10,0.8
2024-05-21 09:02:36,1.643366,37.385805,569.23,10,0.8
2024-05-21 09:02:39,1.643346,37.385781,569.23,10,0.8
2024-05-21 09:02:42,1.643328,37.385755,569.23,10,0.8
2024-05-21 09:02:45,1.643313,37.385728,569.23,10,0.8
2024-05-21 09:02:48,1.643303,37.385705,569.23,9,0.8
2024-05-21 09:02:51,1.643283,37.385723,569.23,8,0.8
2024-05-21 09:02:54,1.64327,37.38575,569.23,9,0.8
2024-05-21 09:02:57,1.643248,37.385761,569.23,8,0.8
2024-05-21 09:03:00,1.643233,37.38575,569.23,9,0.8
2024-05-21 09:03:03,1.64321,37.385743,569.23,8,0.8
2024-05-21 09:03:06,1.643211,37.385733,569.23,7,0.8
2024-05-21 09:03:09,1.643226,37.385728,569.23,5,0.8
2024-05-21 09:03:12,1.643243,37.385726,569.23,6,0.8
2024-05-21 09:03:15,1.643256,37.385715,569.23,9,0.8
2024-05-21 09:03:18,1.643273,37.385701,569.23,9,0.8
2024-05-21 09:03:21,1.643283,37.385703,569.23,9,0.8
2024-05-21 09:03:24,1.643286,37.385685,569.23,9,0.8
2024-05-21 09:03:27,1.643291,37.385653,569.23,10,0.8
2024-05-21 09:03:30,1.6433,37.38562,569.23,10,0.8
2024-05-21 09:03:33,1.643301,37.385615,569.23,10,0.8
2024-05-21 09:03:36,1.643303,37.385611,569.23,10,0.8
2024-05-21 09:03:39,1.643305,37.38561,569.23,9,0.8
2024-05-21 09:03:42,1.643305,37.3856,569.23,10,0.8
2024-05-21 09:03:45,1.64331,37.385565,569.23,10,0.8
2024-05-21 09:03:48,1.6433,37.385531,569.23,10,0.8
2024-05-21 09:03:51,1.643306,37.385516,569.23,10,0.8
2024-05-21 09:03:54,1.643308,37.385515,569.23,7,0.8
2024-05-21 09:03:57,1.643311,37.385516,569.23,7,0.8
2024-05-21 09:04:00,1.64331,37.385511,569.23,9,0.8
2024-05-21 09:04:03,1.643338,37.385508,569.23,9,0.8
2024-05-21 09:04:06,1.643361,37.385503,569.23,9,0.8
2024-05-21 09:04:09,1.643386,37.385481,569.23,9,0.8
2024-05-21 09:04:12,1.643408,37.385486,569.23,10,0.8
2024-05-21 09:04:15,1.64342,37.385505,569.23,10,0.8
2024-05-21 09:04:18,1.643431,37.385521,569.23,10,0.8
2024-05-21 09:04:21,1.64345,37.385546,569.23,10,0.8
2024-05-21 09:04:24,1.643453,37.385548,569.23,10,0.8
2024-05-21 09:04:27,1.643448,37.385523,569.23,11,0.8
2024-05-21 09:04:30,1.643461,37.385491,569.23,11,0.8
2024-05-21 09:04:33,1.643473,37.38546,569.23,11,0.8
2024-05-21 09:04:36,1.643485,37.385433,569.23,11,0.8
2024-05-21 09:04:39,1.643493,37.385415,569.23,11,0.8
2024-05-21 09:04:42,1.643511,37.385391,569.23,10,0.8
2024-05-21 09:04:45,1.643516,37.385363,569.23,11,0.8
2024-05-21 09:04:48,1.64352,37.38534,569.23,11,0.8
2024-05-21 09:04:51,1.643536,37.385326,569.23,11,0.8
2024-05-21 09:04:54,1.643541,37.385323,569.23,11,0.8
2024-05-21 09:04:57,1.643535,37.385326,569.23,10,0.8
2024-05-21 09:05:00,1.643516,37.38534,569.23,10,0.8
2024-05-21 09:05:03,1.643495,37.385356,569.23,11,0.8
2024-05-21 09:05:06,1.643471,37.38538,569.23,10,0.8
2024-05-21 09:05:09,1.643446,37.385398,569.23,11,0.8
2024-05-21 09:05:12,1.643426,37.385425,569.23,10,0.8
2024-05-21 09:05:15,1.643403,37.385448,569.23,11,0.8
2024-05-21 09:05:18,1.643385,37.38547,569.23,11,0.8
2024-05-21 09:05:21,1.643376,37.385495,569.23,11,0.8
2024-05-21 09:05:24,1.643363,37.385518,569.23,10,0.8
2024-05-21 09:05:27,1.643341,37.385536,569.23,10,0.8
2024-05-21 09:05:30,1.643315,37.385553,569.23,11,0.8
2024-05-21 09:05:33,1.643316,37.385583,569.23,9,0.8
2024-05-21 09:05:36,1.643336,37.385588,569.23,9,0.8
2024-05-21 09:05:39,1.643345,37.385568,569.23,7,0.8
2024-05-21 09:05:42,1.643346,37.385545,569.23,5,0.8
2024-05-21 09:05:45,1.643353,37.38552,569.23,8,0.8
2024-05-21 09:05:48,1.64336,37.385496,569.23,10,0.8
2024-05-21 09:05:51,1.64337,37.38547,569.23,11,0.8
2024-05-21 09:05:54,1.643381,37.385445,569.23,11,0.8
2024-05-21 09:05:57,1.643406,37.385426,569.23,11,0.8
2024-05-21 09:06:00,1.64343,37.385406,569.23,11,0.8
2024-05-21 09:06:03,1.643426,37.385378,569.23,11,0.8
2024-05-21 09:06:06,1.643425,37.385351,569.23,10,0.8
2024-05-21 09:06:08,1.643421,37.385316,569.23,11,0.8
2024-05-21 09:06:11,1.643423,37.38529,569.23,10,0.8
2024-05-21 09:06:14,1.643441,37.385271,569.23,11,0.8
2024-05-21 09:06:17,1.643445,37.385248,569.23,11,0.8
2024-05-21 09:06:20,1.64346,37.385226,569.23,11,0.8
2024-05-21 09:06:23,1.643461,37.385205,569.23,10,0.8
2024-05-21 09:06:26,1.643466,37.385173,569.23,11,0.8
2024-05-21 09:06:29,1.643468,37.385135,569.23,7,0.8
2024-05-21 09:06:32,1.643493,37.385106,569.23,10,0.8
2024-05-21 09:06:35,1.643525,37.38509,569.23,10,0.8
2024-05-21 09:06:38,1.643563,37.385083,569.23,11,0.8
2024-05-21 09:06:41,1.643593,37.385073,569.23,10,0.8
2024-05-21 09:06:44,1.643633,37.385075,569.23,10,0.8
2024-05-21 09:06:47,1.64367,37.385065,569.23,10,0.8
2024-05-21 09:06:50,1.643706,37.385068,569.23,10,0.8
2024-05-21 09:06:53,1.643743,37.385068,569.23,10,0.8
2024-05-21 09:06:56,1.643771,37.385058,569.23,9,0.8
2024-05-21 09:06:59,1.643796,37.385045,569.23,8,0.8
2024-05-21 09:07:02,1.643826,37.385038,569.23,9,0.8
2024-05-21 09:07:05,1.643865,37.385023,569.23,7,0.8
2024-05-21 09:07:08,1.643896,37.38501,569.23,11,0.8
2024-05-21 09:07:11,1.643928,37.385001,569.23,10,0.8
2024-05-21 09:07:14,1.64396,37.384985,569.23,9,0.8
2024-05-21 09:07:17,1.643988,37.384966,569.23,9,0.8
2024-05-21 09:07:20,1.644015,37.38496,569.23,9,0.8
2024-05-21 09:07:23,1.644041,37.384948,569.23,11,0.8
2024-05-21 09:07:26,1.644075,37.384955,569.23,10,0.8
2024-05-21 09:07:29,1.644105,37.384973,569.23,10,0.8
2024-05-21 09:07:32,1.644133,37.384996,569.23,8,0.8
2024-05-21 09:07:35,1.644141,37.385015,569.23,7,0.8
2024-05-21 09:07:38,1.64413,37.385035,569.23,8,0.8
2024-05-21 09:07:41,1.644106,37.385056,569.23,10,0.8
2024-05-21 09:07:44,1.644111,37.385065,569.23,10,0.8
2024-05-21 09:07:47,1.644136,37.385066,569.23,9,0.8
2024-05-21 09:07:50,1.644151,37.385073,569.23,8,0.8
2024-05-21 09:07:53,1.64418,37.385073,569.23,8,0.8
2024-05-21 09:07:56,1.644206,37.385075,569.23,9,0.8
2024-05-21 09:07:59,1.644225,37.385088,569.23,10,0.8
2024-05-21 09:08:02,1.64424,37.385105,569.23,10,0.8
2024-05-21 09:08:05,1.644263,37.385108,569.23,11,0.8
2024-05-21 09:08:08,1.644283,37.385116,569.23,10,0.8
2024-05-21 09:08:11,1.644306,37.385121,569.23,9,0.8
2024-05-21 09:08:14,1.644333,37.385133,569.23,10,0.8
2024-05-21 09:08:17,1.64434,37.385146,569.23,10,0.8
2024-05-21 09:08:20,1.644346,37.385158,569.23,5,0.8
2024-05-21 09:08:23,1.644356,37.385166,569.23,4,0.8
2024-05-21 09:08:26,1.644376,37.385178,569.23,5,0.8
2024-05-21 09:08:29,1.644386,37.385195,569.23,3,0.8
2024-05-21 09:08:32,1.644375,37.38522,569.23,5,0.8
2024-05-21 09:08:35,1.644363,37.385261,569.23,11,0.8
2024-05-21 09:08:38,1.644355,37.385306,569.23,11,0.8
2024-05-21 09:08:41,1.644343,37.38535,569.23,11,0.8
2024-05-21 09:08:44,1.64433,37.385376,569.23,10,0.8
2024-05-21 09:08:47,1.644321,37.385403,569.23,11,0.8
2024-05-21 09:08:50,1.64431,37.385426,569.23,9,0.8
2024-05-21 09:08:53,1.644291,37.385451,569.23,10,0.8
2024-05-21 09:08:56,1.644273,37.385483,569.23,9,0.8
2024-05-21 09:08:59,1.644266,37.385508,569.23,7,0.8
2024-05-21 09:09:02,1.644251,37.385533,569.23,11,0.8
2024-05-21 09:09:05,1.64425,37.385563,569.23,11,0.8
2024-05-21 09:09:08,1.644268,37.385585,569.23,10,0.8
2024-05-21 09:09:11,1.64426,37.385581,569.23,11,0.8
2024-05-21 09:09:14,1.644246,37.385586,569.23,10,0.8
2024-05-21 09:09:17,1.644225,37.385606,569.23,11,0.8
2024-05-21 09:09:20,1.644193,37.385618,569.23,4,0.8
2024-05-21 09:09:23,1.644171,37.385638,569.23,5,0.8
2024-05-21 09:09:26,1.644168,37.385668,569.23,5,0.8
2024-05-21 09:09:29,1.644173,37.385701,569.23,6,0.8
2024-05-21 09:09:32,1.644175,37.385733,569.23,6,0.8
2024-05-21 09:09:35,1.644188,37.385761,569.23,10,0.8
2024-05-21 09:09:38,1.6442,37.385778,569.23,8,0.8
2024-05-21 09:09:41,1.644205,37.385793,569.23,6,0.8
2024-05-21 09:09:44,1.644203,37.385806,569.23,11,0.8
2024-05-21 09:09:47,1.644206,37.385815,569.23,9,0.8
2024-05-21 09:09:50,1.644205,37.385816,569.23,11,0.8
2024-05-21 09:09:53,1.644205,37.385816,569.23,10,0.8
2024-05-21 09:09:56,1.644205,37.385816,569.23,11,0.8
2024-05-21 09:09:59,1.644206,37.38581,569.23,11,0.8
2024-05-21 09:10:02,1.64422,37.385785,569.23,11,0.8
2024-05-21 09:10:05,1.644225,37.38578,569.23,11,0.8
2024-05-21 09:10:08,1.644228,37.385781,569.23,11,0.8
2024-05-21 09:10:11,1.644231,37.385768,569.23,11,0.8
2024-05-21 09:10:14,1.644223,37.38575,569.23,11,0.8
2024-05-21 09:10:17,1.644213,37.385731,569.23,11,0.8
2024-05-21 09:10:20,1.644196,37.3857,569.23,11,0.8
2024-05-21 09:10:23,1.644185,37.385668,569.23,11,0.8
2024-05-21 09:10:26,1.644185,37.385636,569.23,11,0.8
2024-05-21 09:10:29,1.64419,37.385606,569.23,11,0.8
2024-05-21 09:10:32,1.644208,37.385585,569.23,11,0.8
2024-05-21 09:10:35,1.644228,37.385565,569.23,11,0.8
2024-05-21 09:10:38,1.644251,37.385543,569.23,11,0.8
2024-05-21 09:10:41,1.64427,37.385525,569.23,11,0.8
